日期,日期_mmdd,播出時間,歌曲名稱,演唱(奏)者,專輯,出版者,CD編號,dt_days_ago,page,scraped_at
2026-07-29,07/29,00:00,這些日子以來,張清芳 / 范怡文,這些日子以來,,,1,1,2026-07-30T01:17:15
2026-07-29,07/29,00:04,CRAZY,KENNY ROGERS,WHAT ABOUT ME?,,,1,1,2026-07-30T01:17:15
2026-07-29,07/29,00:08,記事本,陳慧琳,愛我不愛,,,1,1,2026-07-30T01:17:15
2026-07-29,07/29,00:12,SHAPE OF YOU,ED SHEERAN(艾德雪瑞),÷(DIVIDE),,,1,1,2026-07-30T01:17:15
2026-07-29,07/29,00:16,標準情人,金城武,標準情人,,,1,1,2026-07-30T01:17:15
2026-07-29,07/29,00:20,愛戀的人(日),松隆子,愛戀的日子(SINGLE COLLECTION),,,1,1,2026-07-30T01:17:15
2026-07-29,07/29,00:25,小手拉大手,梁靜茹,親親,,,1,1,2026-07-30T01:17:15
2026-07-29,07/29,00:29,刻在我心底的名字,吳汶芳,兩個世界 EP,,,1,1,2026-07-30T01:17:15
2026-07-29,07/29,00:35,ALL FOR YOU,ERIC周興哲,蜘蛛人:重生日 電影片尾曲,,,1,1,2026-07-30T01:17:15
2026-07-29,07/29,00:38,等一個人,林芯儀,等一個人咖啡 電影原聲帶,,,1,1,2026-07-30T01:17:15
2026-07-29,07/29,00:43,一言難盡,張宇,一言難盡,,,1,1,2026-07-30T01:17:15
2026-07-29,07/29,00:47,WAKE ME UP WHEN SEPTEMBER ENDS,GREEN DAY(年輕歲月合唱團),AMERICAN IDIOT(美國大白痴),,,1,1,2026-07-30T01:17:15
2026-07-29,07/29,00:52,愛情的盡頭,伍佰&CHINA BLUE,愛情的盡頭,,,1,2,2026-07-30T01:17:16
2026-07-29,07/29,00:58,蜻蜓,張中立,海灘的艷陽呼喚,,,1,2,2026-07-30T01:17:16
2026-07-29,07/29,01:00,我終於失去了你,趙傳,我終於失去了你,,,1,2,2026-07-30T01:17:16
2026-07-29,07/29,01:05,PARADISE,COLDPLAY,Mylo Xyloto(彩繪人生),,,1,2,2026-07-30T01:17:16
2026-07-29,07/29,01:09,只要再看你一眼,楊培安 / 戴愛玲,楊培安 III,,,1,2,2026-07-30T01:17:16
2026-07-29,07/29,01:14,我愛你這樣深,林隆璇,福星高照,,,1,2,2026-07-30T01:17:16
2026-07-29,07/29,01:18,DIE ON THIS HILL,SIENNA SPIRO(席亞娜),VISITOR,,,1,2,2026-07-30T01:17:16
2026-07-29,07/29,01:22,你啊你啊,魏如萱(娃娃),末路狂花,,,1,2,2026-07-30T01:17:16
2026-07-29,07/29,01:28,學不會,林俊傑,學不會,,,1,2,2026-07-30T01:17:16
2026-07-29,07/29,01:31,太陽與地球,盧廣仲,傷心早餐店,,,1,2,2026-07-30T01:17:16
2026-07-29,07/29,01:36,愛情機器(日),早安少女組,早安少女組獨一無二真精選,,,1,2,2026-07-30T01:17:16
2026-07-29,07/29,01:41,SIDE TO SIDE,ARIANA GRANDE(亞莉安娜.格蘭德) / NICKI MINAJ(妮姬米娜),DANGEROUS WOMAN,,,1,2,2026-07-30T01:17:16
2026-07-29,07/29,01:45,讓我送你花一朵,萬芳,原來我們都是愛著的,,,1,3,2026-07-30T01:17:18
2026-07-29,07/29,01:49,旋木,王菲,將愛,,,1,3,2026-07-30T01:17:18
2026-07-29,07/29,01:53,情深緣淺,殷正洋,雨中的歉意+請你回眸,,,1,3,2026-07-30T01:17:18
2026-07-29,07/29,01:57,淚光閃閃,陶笛阿志(游學志),跟著陶笛與烏克麗麗去旅行,,,1,3,2026-07-30T01:17:18
2026-07-29,07/29,02:00,LINDA(國),張學友,吻別,,,1,3,2026-07-30T01:17:18
2026-07-29,07/29,02:05,I WANT TO HOLD YOUR HAND,THE BEATLES,經典再現:BBC現場紀實 2,,,1,3,2026-07-30T01:17:18
2026-07-29,07/29,02:07,WHAT CAN I DO(國),南拳媽媽,2號餐,,,1,3,2026-07-30T01:17:18
2026-07-29,07/29,02:11,SMOOTH CRIMINAL,MICHAEL JACKSON,BAD(飆),,,1,3,2026-07-30T01:17:18
2026-07-29,07/29,02:15,辦不到,張靚穎 / 大嘴巴(DA MOUTH),我相信,,,1,3,2026-07-30T01:17:18
2026-07-29,07/29,02:19,獻上我的心,杜德偉,狂風,,,1,3,2026-07-30T01:17:18
2026-07-29,07/29,02:23,I DO(國),莫文蔚,我們在中場相遇,,,1,3,2026-07-30T01:17:18
2026-07-29,07/29,02:28,BEAUTIFUL(韓),CRUSH,孤單又燦爛的神-鬼怪 韓劇原聲帶,,,1,3,2026-07-30T01:17:18
2026-07-29,07/29,02:32,我聽見有人叫你寶貝,林健輝,我聽見有人叫你寶貝 數位單曲,,,1,4,2026-07-30T01:17:28
2026-07-29,07/29,02:37,一個人,A-LIN,,,,1,4,2026-07-30T01:17:28
2026-07-29,07/29,02:41,遺憾,方泂鑌(阿鑌),壞人情歌:遺憾,,,1,4,2026-07-30T01:17:28
2026-07-29,07/29,02:46,幾度夕陽紅,潘越雲,相思已是不曾閒,,,1,4,2026-07-30T01:17:28
2026-07-29,07/29,02:50,TIMES OF YOUR LIFE,JOANNA王若琳,JOANNA & 王若琳,,,1,4,2026-07-30T01:17:28
2026-07-29,07/29,02:53,走,周蕙,WHERE X 走,,,1,4,2026-07-30T01:17:28
2026-07-29,07/29,02:56,海裡來的沙,錦繡二重唱,錦繡羅曼史II夏之旅,,,1,4,2026-07-30T01:17:28
2026-07-29,07/29,03:00,SHAKE IT OFF,TAYLOR SWIFT(泰勒絲),1989,,,1,4,2026-07-30T01:17:28
2026-07-29,07/29,03:04,狂想曲,蕭敬騰,狂想曲,,,1,4,2026-07-30T01:17:28
2026-07-29,07/29,03:08,離開地球表面,S.H.E,女也 HERSTORY WITH MAYDAY,,,1,4,2026-07-30T01:17:28
2026-07-29,07/29,03:13,秋詩篇篇,呂方,非常老情歌,,,1,4,2026-07-30T01:17:28
2026-07-29,07/29,03:17,躺在你的衣櫃(吉它版),陳綺貞,吉它手 GROUPIES,,,1,4,2026-07-30T01:17:28
2026-07-29,07/29,03:22,JOYRIDE,ROXETTE,JOYRIDE,,,1,5,2026-07-30T01:17:29
2026-07-29,07/29,03:26,帥到分手,周湯豪,REAL(周湯豪專輯),,,1,5,2026-07-30T01:17:29
2026-07-29,07/29,03:30,想你想的好孤寂,邰正宵,千紙鶴,,,1,5,2026-07-30T01:17:29
2026-07-29,07/29,03:35,原諒我,阿沁,,,,1,5,2026-07-30T01:17:29
2026-07-29,07/29,03:39,陪著我的時候想著她,郭靜,陪著我的時候想著她,,,1,5,2026-07-30T01:17:29
2026-07-29,07/29,03:44,是什麼讓我遇見這樣的你,白安,麥田捕手,,,1,5,2026-07-30T01:17:29
2026-07-29,07/29,03:48,STAY WITH ME(韓),CHANYEOL(EXO) / PUNCH,孤單又燦爛的神-鬼怪 韓劇原聲帶,,,1,5,2026-07-30T01:17:29
2026-07-29,07/29,03:51,呼吸,蔡健雅,TANYA,,,1,5,2026-07-30T01:17:29
2026-07-29,07/29,03:56,ORDINARY,ALEX WARREN,"YOU'LL BE ALRIGHT, KID",,,1,5,2026-07-30T01:17:29
2026-07-29,07/29,04:00,中意他,梁詠琪,新鮮,,,1,5,2026-07-30T01:17:29
