日期,日期_mmdd,播出時間,歌曲名稱,演唱(奏)者,專輯,出版者,CD編號,dt_days_ago,page,scraped_at
2026-05-26,05/26,00:51,人海中遇見你,林育群,"那些年,我們一起追的女孩電影原聲帶",,,1,2,2026-05-27T02:28:55
2026-05-26,05/26,00:55,IF I AIN'T GOT YOU,ALICIA KEYS,THE DIARY OF ALICIA KEYS(琴韻心聲),,,1,2,2026-05-27T02:28:55
2026-05-26,05/26,01:00,煩,丁噹,當我們再一起,,,1,2,2026-05-27T02:28:55
2026-05-26,05/26,01:04,HAPPY,PHARRELL WILLIAMS(菲董),GIRL,,,1,2,2026-05-27T02:28:55
2026-05-26,05/26,01:08,不可思議愛上你,化學猴子,陪在你身邊,,,1,2,2026-05-27T02:28:55
2026-05-26,05/26,01:12,你會不會變,江美琪,我愛王菲,,,1,2,2026-05-27T02:28:55
2026-05-26,05/26,01:16,天使的指紋,孫燕姿,克卜勒,,,1,2,2026-05-27T02:28:55
2026-05-26,05/26,01:20,白鶴,J.S,TRUE COLORS 愛原色創作人原音大碟,,,1,2,2026-05-27T02:28:55
2026-05-26,05/26,01:24,梁山伯與茱麗葉,卓文萱 / 曹格,習慣,,,1,2,2026-05-27T02:28:55
2026-05-26,05/26,01:28,一眼瞬間,張惠妹 / 蕭敬騰,STAR,,,1,2,2026-05-27T02:28:55
2026-05-26,05/26,01:34,MAN I NEED,OLIVIA DEAN,THE ART OF LOVING,,,1,2,2026-05-27T02:28:55
2026-05-26,05/26,01:38,愛撒嬌(日),大塚愛,多種愛(LOVE PUNCH),,,1,2,2026-05-27T02:28:55
2026-05-26,05/26,01:42,於是長大了以後,謝和弦,於是長大了以後,,,1,3,2026-05-27T02:28:57
2026-05-26,05/26,01:46,住在隔壁,彭羚,絕色音展,,,1,3,2026-05-27T02:28:57
2026-05-26,05/26,01:50,OK啦!,五月天,人生海海,,,1,3,2026-05-27T02:28:57
2026-05-26,05/26,01:53,BIG ENERGY(REMIX),LATTO / MARIAH CAREY,,,,1,3,2026-05-27T02:28:57
2026-05-26,05/26,01:56,VOLT,池川兄弟,陽光歐蕾 佛朗明哥吉他篇,,,1,3,2026-05-27T02:28:57
2026-05-26,05/26,02:00,巴黎草莓,糯米糰,青春鳥王,,,1,3,2026-05-27T02:28:57
2026-05-26,05/26,02:05,BO PEEP BO PEEP(韓),T-ARA,BREAKING HEART豪華影音雙碟盤,,,1,3,2026-05-27T02:28:57
2026-05-26,05/26,02:09,在樹上唱歌,郭靜,在樹上唱歌,,,1,3,2026-05-27T02:28:57
2026-05-26,05/26,02:13,LOVE WILL LEAD YOU BACK,TAYLOR DAYNE,THE VERY BEST OF LOVE IS LOVE,,,1,3,2026-05-27T02:28:57
2026-05-26,05/26,02:18,寫一首歌,林志炫,擦聲而過,,,1,3,2026-05-27T02:28:57
2026-05-26,05/26,02:24,BIRDS OF A FEATHER,BILLIE EILISH,溫柔重擊(HIT ME HARD AND SOFT),,,1,3,2026-05-27T02:28:57
2026-05-26,05/26,02:28,黑色幽默,周杰倫,JAY,,,1,3,2026-05-27T02:28:57
2026-05-26,05/26,02:33,愛我好嗎,卓文萱,習慣,,,1,4,2026-05-27T02:28:59
2026-05-26,05/26,02:37,兄妹,陳潔儀,重譯,,,1,4,2026-05-27T02:28:59
2026-05-26,05/26,02:41,漸漸,趙薇 / NO NAME余荃斌,飄,,,1,4,2026-05-27T02:28:59
2026-05-26,05/26,02:45,吻,蕭亞軒,愛的主打歌*吻,,,1,4,2026-05-27T02:28:59
2026-05-26,05/26,02:49,好愛好散,陳勢安,親愛的偏執狂,,,1,4,2026-05-27T02:28:59
2026-05-26,05/26,02:54,REWRITE THE STARS,ZAC EFRON(柴克艾弗隆) / ZENDAYA(千黛亞),大娛樂家(THE GREATEST SHOWMAN)電影原聲帶,,,1,4,2026-05-27T02:28:59
2026-05-26,05/26,02:58,"SAVIOR, LIKE A SHEPHERD LEAD US",JUJU SONG,JAZZ MEETS HYMNS,,,1,4,2026-05-27T02:28:59
2026-05-26,05/26,03:00,一人跳舞,劉虹嬅,一人跳舞,,,1,4,2026-05-27T02:28:59
2026-05-26,05/26,03:05,THINKING OUT LOUD,ED SHEERAN(艾德雪瑞),X,,,1,4,2026-05-27T02:28:59
2026-05-26,05/26,03:10,白色花漾,5566,好久不見,,,1,4,2026-05-27T02:28:59
2026-05-26,05/26,03:14,IF I CAN'T HAVE YOU(國),潘瑋柏,我的麥克風,,,1,4,2026-05-27T02:28:59
