日期,日期_mmdd,播出時間,歌曲名稱,演唱(奏)者,專輯,出版者,CD編號,dt_days_ago,page,scraped_at
2026-02-28,02/28,00:55,CAN'T HELP FALLING IN LOVE,ANDREA BOCELLI / KATHARINE McPHEE,AMORE(愛慕) CD+DVD典藏版,,,1,2,2026-03-01T00:30:44
2026-02-28,02/28,00:58,SCARBOROUGH FAIR,B.LAINE,TWILIGHT暮光之城,,,1,2,2026-03-01T00:30:44
2026-02-28,02/28,01:00,情非得已,TROUZE / 何維健 / SAM FELDT(DJ),,,,1,2,2026-03-01T00:30:44
2026-02-28,02/28,01:04,NOTHIN' ON YOU,B.O.B(巴比瑞) / BRUNO MARS,B.O.B PRESENTS THE ADVENTURES OF BOBBY RAY(嘻哈冒險旅程),,,1,2,2026-03-01T00:30:44
2026-02-28,02/28,01:08,愛妳!愛妳!,黃品源,愛妳! 愛妳!,,,1,2,2026-03-01T00:30:44
2026-02-28,02/28,01:12,等你等到我心痛,巫啟賢,等你等到我心痛,,,1,2,2026-03-01T00:30:44
2026-02-28,02/28,01:16,微加幸福,郁可唯,微加幸福,,,1,2,2026-03-01T00:30:44
2026-02-28,02/28,01:21,SEE YOU AGAIN,WIZ KHALIFA / CHARLIE PUTH(CP查理),玩命關頭7電影原聲帶,,,1,2,2026-03-01T00:30:44
2026-02-28,02/28,01:25,STAND BY ME(韓),SHINee,韓劇 花樣男子 流星花園 電視原聲帶 1,,,1,2,2026-03-01T00:30:44
2026-02-28,02/28,01:30,我的愛我的夢我的家,鳳飛飛,,,,1,2,2026-03-01T00:30:44
2026-02-28,02/28,01:35,一路上的愛呀,陳怡婷,,,,1,2,2026-03-01T00:30:44
2026-02-28,02/28,01:39,YOU CAN DO MAGIC,AMERICA,VIEW FROM THE GROUND,,,1,2,2026-03-01T00:30:44
2026-02-28,02/28,01:43,可以不可以,丁噹,離家出走,,,1,3,2026-03-01T00:30:49
2026-02-28,02/28,01:48,最近比較煩,周華健 / 李宗盛 / 品冠,有故事的人,,,1,3,2026-03-01T00:30:49
2026-02-28,02/28,01:53,想愛你,黃大煒,鑀元素,,,1,3,2026-03-01T00:30:49
2026-02-28,02/28,01:58,坦誠的心情,吉川慶,日劇 求婚大作戰 原聲帶,,,1,3,2026-03-01T00:30:49
2026-02-28,02/28,02:00,歐若拉(AURORA),張韶涵,歐若拉(AURORA),,,1,3,2026-03-01T00:30:49
2026-02-28,02/28,02:05,ALL THROUGH THE NIGHT,CYNDI LAUPER,SHE'S SO UNUSUAL(她非比尋常),,,1,3,2026-03-01T00:30:49
2026-02-28,02/28,02:10,不穿高跟鞋,伊雪莉,不穿高跟鞋,,,1,3,2026-03-01T00:30:49
2026-02-28,02/28,02:14,愛錯,王力宏,心中的日月,,,1,3,2026-03-01T00:30:49
2026-02-28,02/28,02:18,DAISIES,JUSTIN BIEBER,SWAG,,,1,3,2026-03-01T00:30:49
2026-02-28,02/28,02:22,EVERY BREATH YOU TAKE,THE POLICE,SYNCHRONICITY(同步化),,,1,3,2026-03-01T00:30:49
2026-02-28,02/28,02:26,來個蹦蹦,玖壹壹 / ELLA陳嘉樺,LOCAL,,,1,3,2026-03-01T00:30:49
2026-02-28,02/28,02:29,秋蟬,費玉清,回想曲~青青校樹~,,,1,3,2026-03-01T00:30:49
2026-02-28,02/28,02:34,春光乍洩,黃耀明,愈夜愈美麗,,,1,4,2026-03-01T00:30:51
2026-02-28,02/28,02:38,為什麼你背著我愛別人,李翊君,翊往情深新經典情歌,,,1,4,2026-03-01T00:30:51
2026-02-28,02/28,02:43,北斗星,溫嵐(LANDY),有點野,,,1,4,2026-03-01T00:30:51
2026-02-28,02/28,02:48,IT'S ALL COMING BACK TO ME NOW,MEAT LOAF(肉塊) / MARION RAVEN(瑪莉安),地獄蝙蝠3 怪獸出神,,,1,4,2026-03-01T00:30:51
2026-02-28,02/28,02:53,只能勇敢,蕭煌奇,孤獨的和弦,,,1,4,2026-03-01T00:30:51
2026-02-28,02/28,02:58,水筆仔,彭靖,直到相遇(UNTIL WE MEET),,,1,4,2026-03-01T00:30:51
2026-02-28,02/28,03:00,一個人生活,林凡,FREYA,,,1,4,2026-03-01T00:30:51
2026-02-28,02/28,03:04,散了吧,林志炫,散了吧,,,1,4,2026-03-01T00:30:51
2026-02-28,02/28,03:09,一點點,吳青峰,冊葉一：一與一,,,1,4,2026-03-01T00:30:51
2026-02-28,02/28,03:14,垃圾寶貝,林宥嘉,王,,,1,4,2026-03-01T00:30:51
2026-02-28,02/28,03:18,愛我好嗎,卓文萱,習慣,,,1,4,2026-03-01T00:30:51
2026-02-28,02/28,03:22,愛一直閃亮,羅美玲,紅色向日葵,,,1,4,2026-03-01T00:30:51
2026-02-28,02/28,03:26,THE RAINBOW CONNECTION,DIANA PANTON(黛安娜潘頓),我的小世界(I BELIEVE IN LITTLE THINGS),,,1,5,2026-03-01T00:30:53
2026-02-28,02/28,03:30,你給我的愛不是愛,林憶蓮,愛上一個不回家的人,,,1,5,2026-03-01T00:30:53
2026-02-28,02/28,03:35,青蘋果樂園,小虎隊,新年快樂,,,1,5,2026-03-01T00:30:53
2026-02-28,02/28,03:38,那個人,深白色二人組,深白色同名創作專輯,,,1,5,2026-03-01T00:30:53
2026-02-28,02/28,03:44,LOVER,TAYLOR SWIFT(泰勒絲),LOVER,,,1,5,2026-03-01T00:30:53
2026-02-28,02/28,03:48,那一場風花雪月的事,何如惠,風花雪月,,,1,5,2026-03-01T00:30:53
2026-02-28,02/28,03:52,AGAINST ALL ODDS,PHIL COLLINS,AGAINST ALL ODDS SOUNDTRACK,,,1,5,2026-03-01T00:30:53
2026-02-28,02/28,03:55,命運線(DESTINY),SUPER JUNIOR-M,太完美迷你專輯,,,1,5,2026-03-01T00:30:53
2026-02-28,02/28,04:00,查某人,林強,春風少年兄,,,1,5,2026-03-01T00:30:53
2026-02-28,02/28,04:05,YOU NEEDED ME,ANNE MURRAY,LET'S KEEP IT THAT WAY,,,1,5,2026-03-01T00:30:53
2026-02-28,02/28,04:09,永遠的夢,趙詠華,相見太晚新歌+精選,,,1,5,2026-03-01T00:30:53
2026-02-28,02/28,04:13,上弦月,鄭秀文,2000眉飛色舞台北演唱會先聽先看版,,,1,5,2026-03-01T00:30:53
2026-02-28,02/28,04:17,LOVE SONG(國),方大同,未來,,,1,6,2026-03-01T00:30:55
2026-02-28,02/28,04:21,HAVE I TOLD YOU LATELY THAT I LOVE YOU,MICHAEL BUBLE(麥可布雷),TO BE LOVED(注定被愛),,,1,6,2026-03-01T00:30:55
2026-02-28,02/28,04:25,好好先生,蕭煌奇,好好先生,,,1,6,2026-03-01T00:30:55
2026-02-28,02/28,04:30,請開窗,庾澄慶,請開窗,,,1,6,2026-03-01T00:30:55
