日期,日期_mmdd,播出時間,歌曲名稱,演唱(奏)者,專輯,出版者,CD編號,dt_days_ago,page,scraped_at
2026-05-04,05/04,00:00,分手需要練習的,A-LIN,以前 以後,,,1,1,2026-05-05T01:43:14
2026-05-04,05/04,00:06,MAKE IT REAL,THE JETS,MAGIC(THE JETS專輯),,,1,1,2026-05-05T01:43:14
2026-05-04,05/04,00:10,鍊愛,李佳薇,愛的風暴,,,1,1,2026-05-05T01:43:14
2026-05-04,05/04,00:14,愛琴海,周杰倫,太陽之子,,,1,1,2026-05-05T01:43:14
2026-05-04,05/04,00:19,幻化成風(日),過亞彌乃(TSUJI AYANO),貓的報恩 動畫電影原聲帶,,,1,1,2026-05-05T01:43:14
2026-05-04,05/04,00:23,嗯哼,鼓鼓(呂思緯),可以唷,,,1,1,2026-05-05T01:43:14
2026-05-04,05/04,00:27,TRUE,BLACK EYED PEAS(黑眼豆豆),我的失憶女友(50 FIRST DATE)電影原聲帶,,,1,1,2026-05-05T01:43:14
2026-05-04,05/04,00:31,天空,蔡依林,J GAME,,,1,1,2026-05-05T01:43:14
2026-05-04,05/04,00:36,THE LONG AND WINDING ROAD,THE BEATLES,1 (2015 REMASTER) 冠軍精選,,,1,1,2026-05-05T01:43:14
2026-05-04,05/04,00:40,心肝寶貝,鳳飛飛,思念的歌,,,1,1,2026-05-05T01:43:14
2026-05-04,05/04,00:45,城市英雄,吳宗憲,愛讓一切都對了,,,1,1,2026-05-05T01:43:14
2026-05-04,05/04,00:49,GEEK IN THE PINK,JASON MRAZ,MR.A-Z(文字遊戲),,,1,1,2026-05-05T01:43:14
2026-05-04,05/04,00:54,其實你不懂我的心,裘海正,其實你不懂我的心,,,1,2,2026-05-05T01:43:16
2026-05-04,05/04,00:57,聽見風,黃裕翔,聽見黃裕翔,,,1,2,2026-05-05T01:43:16
2026-05-04,05/04,01:00,走路有風,張宇,走路有風,,,1,2,2026-05-05T01:43:16
2026-05-04,05/04,01:05,夜太黑,林凡,FREYA,,,1,2,2026-05-05T01:43:16
2026-05-04,05/04,01:09,DRENCHED,曲婉婷(WANTING),EVERYTHING IN THE WORLD,,,1,2,2026-05-05T01:43:16
2026-05-04,05/04,01:14,化妝舞會,于台煙,化妝舞會,,,1,2,2026-05-05T01:43:16
2026-05-04,05/04,01:18,OUT OF TIME,THE WEEKND(威肯),DAWN FM(黎明FM),,,1,2,2026-05-05T01:43:16
2026-05-04,05/04,01:22,小春日和,旺福,青春舞曲,,,1,2,2026-05-05T01:43:16
2026-05-04,05/04,01:26,幸福不設限,郭靜,這一切還是迷人的,,,1,2,2026-05-05T01:43:16
2026-05-04,05/04,01:30,收藏,蕭敬騰,蕭敬騰 首張同名專輯,,,1,2,2026-05-05T01:43:16
2026-05-04,05/04,01:34,少女,林宥嘉,王,,,1,2,2026-05-05T01:43:16
2026-05-04,05/04,01:38,愛你,VOX玩聲樂團,VOX 2,,,1,2,2026-05-05T01:43:16
2026-05-04,05/04,01:42,LISTEN TO MY HEART~傾聽我心~(日),BoA(寶兒),奇蹟(MIRACLE),,,1,3,2026-05-05T01:43:18
2026-05-04,05/04,01:47,愛情限時批(LIVE),伍佰 / 萬芳,伍佰的LIVE,,,1,3,2026-05-05T01:43:18
2026-05-04,05/04,01:50,不醉不會,田馥甄(HEBE),渺小,,,1,3,2026-05-05T01:43:18
2026-05-04,05/04,01:54,BETTE DAVIS EYES,KIM CARNES,,,,1,3,2026-05-05T01:43:18
2026-05-04,05/04,01:58,VOLT,池川兄弟,陽光歐蕾 佛朗明哥吉他篇,,,1,3,2026-05-05T01:43:18
2026-05-04,05/04,02:00,明天會更好,大合唱,明天會更好,,,1,3,2026-05-05T01:43:18
2026-05-04,05/04,02:05,想你的距離,戴愛玲,想你的距離,,,1,3,2026-05-05T01:43:18
2026-05-04,05/04,02:09,再見錯的人,徐若瑄,I'M V 新歌加精選,,,1,3,2026-05-05T01:43:18
2026-05-04,05/04,02:14,請跟我來,蘇芮 / 范逸臣,蘇芮20年特別精選,,,1,3,2026-05-05T01:43:18
2026-05-04,05/04,02:18,TO WHERE YOU ARE,JOSH GROBAN,JOSH GORBAN(唯有喬許),,,1,3,2026-05-05T01:43:18
2026-05-04,05/04,02:22,千言萬語,邰正宵,歌者,,,1,3,2026-05-05T01:43:18
2026-05-04,05/04,02:26,BUT I(國),吳霏,NOT BAD,,,1,3,2026-05-05T01:43:18
2026-05-04,05/04,02:30,海裡來的沙,殷正洋,民歌語錄,,,1,4,2026-05-05T01:43:20
2026-05-04,05/04,02:34,帶你去逛街,琳誼 / 蕭煌奇,名偵探琳誼,,,1,4,2026-05-05T01:43:20
2026-05-04,05/04,02:38,比起世界上任何人都愛你(日),WANDS / 中山美穗,COMPLETE OF WANDS,,,1,4,2026-05-05T01:43:20
2026-05-04,05/04,02:42,IT'S TOO LATE,JAMES MORRISON,SINGLE,,,1,4,2026-05-05T01:43:20
2026-05-04,05/04,02:47,愛情有什麼道理,莫文蔚,你可以,,,1,4,2026-05-05T01:43:20
2026-05-04,05/04,02:52,不會痛的不叫愛情,吳克群,數星星的人,,,1,4,2026-05-05T01:43:20
2026-05-04,05/04,02:56,BECAUSE OF YOU,KELLY CLARKSON,BREAKAWAY(美夢成真),,,1,4,2026-05-05T01:43:20
2026-05-04,05/04,03:00,勇敢,張惠妹,勇敢,,,1,4,2026-05-05T01:43:20
2026-05-04,05/04,03:04,愛人錯過,GJ蔣卓嘉,,,,1,4,2026-05-05T01:43:20
2026-05-04,05/04,03:06,好不容易,告五人,華燈初上 影集片尾曲,,,1,4,2026-05-05T01:43:20
2026-05-04,05/04,03:11,CHANDELIER,SIA,1000 FORMS OF FEAR(一千種恐懼),,,1,4,2026-05-05T01:43:20
2026-05-04,05/04,03:15,你那麼愛她,林隆璇 / 李聖傑,MEN'S TALK ABOUT LOVE(新歌+精選),,,1,4,2026-05-05T01:43:20
2026-05-04,05/04,03:19,半途而廢,吳汶芳,兩個世界 EP,,,1,5,2026-05-05T01:43:22
2026-05-04,05/04,03:23,真心情(日),松隆子,豐收的果實,,,1,5,2026-05-05T01:43:22
2026-05-04,05/04,03:28,DJ請別放情歌,阿妹妹,愛最大,,,1,5,2026-05-05T01:43:22
2026-05-04,05/04,03:32,我要怎麼知道你愛我如果我們永遠不說,唐文龍,我要怎麼知道你愛我,,,1,5,2026-05-05T01:43:22
2026-05-04,05/04,03:37,心醉心碎,韋禮安,有人在等,,,1,5,2026-05-05T01:43:22
