日期,日期_mmdd,播出時間,歌曲名稱,演唱(奏)者,專輯,出版者,CD編號,dt_days_ago,page,scraped_at
2026-03-31,03/31,00:53,機場,幻眼樂隊,SUPERNATURAL,,,1,2,2026-04-01T01:01:24
2026-03-31,03/31,00:58,23:42,BIRDY NIO / 昶暘,SHALL WE,,,1,2,2026-04-01T01:01:24
2026-03-31,03/31,01:00,勇敢,五月天,,,,1,2,2026-04-01T01:01:24
2026-03-31,03/31,01:05,ONE LOVE,BLUE,ONE LOVE,,,1,2,2026-04-01T01:01:24
2026-03-31,03/31,01:08,美麗的力量,小宇 宋念宇,美麗的力量 單曲,,,1,2,2026-04-01T01:01:24
2026-03-31,03/31,01:13,白月光,張信哲,下一個永遠,,,1,2,2026-04-01T01:01:24
2026-03-31,03/31,01:17,甘願,彭佳慧,FIRST TIME,,,1,2,2026-04-01T01:01:24
2026-03-31,03/31,01:21,只要再看你一眼,楊培安 / 戴愛玲,楊培安 III,,,1,2,2026-04-01T01:01:24
2026-03-31,03/31,01:25,TO WHERE YOU ARE,JOSH GROBAN,JOSH GORBAN(唯有喬許),,,1,2,2026-04-01T01:01:24
2026-03-31,03/31,01:29,太陽之子,周杰倫,太陽之子,,,1,2,2026-04-01T01:01:24
2026-03-31,03/31,01:35,我喜歡,梁靜茹,"SUNRISE,我喜歡",,,1,2,2026-04-01T01:01:24
2026-03-31,03/31,01:40,明天我要嫁給你,周蕙,不被遺忘的時光 2,,,1,2,2026-04-01T01:01:24
2026-03-31,03/31,01:44,木棉道,王夢麟,,,,1,3,2026-04-01T01:01:26
2026-03-31,03/31,01:48,STRONG,ROBBIE WILLIAMS,I'VE BEEN EXPECTING YOU(眾所期待),,,1,3,2026-04-01T01:01:26
2026-03-31,03/31,01:53,HONEY(國),王心凌,HONEY,,,1,3,2026-04-01T01:01:26
2026-03-31,03/31,01:56,多虧你啊,戴佩妮,被動的觀眾,,,1,3,2026-04-01T01:01:26
2026-03-31,03/31,02:00,我愛你,蕭賀碩,碩一碩的流浪地圖,,,1,3,2026-04-01T01:01:26
2026-03-31,03/31,02:04,BLEEDING LOVE,LEONA LEWIS(里歐娜),SPIRIT(心靈深處),,,1,3,2026-04-01T01:01:26
2026-03-31,03/31,02:09,喜歡你,庭竹,雨聲,,,1,3,2026-04-01T01:01:26
2026-03-31,03/31,02:13,紅蜻蜓,小虎隊,紅蜻蜓,,,1,3,2026-04-01T01:01:26
2026-03-31,03/31,02:18,MY GIRL,TEMPTATIONS,ULTIMATE COLLECTION,,,1,3,2026-04-01T01:01:26
2026-03-31,03/31,02:21,可惜不愛了,梁心頤(LARA),來者何人 n!(EP),,,1,3,2026-04-01T01:01:26
2026-03-31,03/31,02:25,夏雪,飛輪海,飛輪海首張同名專輯,,,1,3,2026-04-01T01:01:26
2026-03-31,03/31,02:29,LOST YOU TWICE(國),盧廣仲,傷心早餐店,,,1,3,2026-04-01T01:01:26
2026-03-31,03/31,02:35,別問我是誰,邰正宵,歌者2逆風行歌,,,1,4,2026-04-01T01:01:28
2026-03-31,03/31,02:40,YOU DON'T BRING ME FLOWERS,BARBRA STREISAND / NEIL DIAMOND,,,,1,4,2026-04-01T01:01:28
2026-03-31,03/31,02:43,唉!愛,蕭賀碩 / 伍家輝,碩一碩的流浪地圖,,,1,4,2026-04-01T01:01:28
2026-03-31,03/31,02:47,TALK LOVE(韓),K. WILL,韓劇 太陽的後裔 電視原聲帶VOL.2,,,1,4,2026-04-01T01:01:28
2026-03-31,03/31,02:51,藍色啤酒海,黃韻玲,藍色啤酒海,,,1,4,2026-04-01T01:01:28
2026-03-31,03/31,02:55,飛機場的10:30,陶喆,陶喆,,,1,4,2026-04-01T01:01:28
2026-03-31,03/31,03:00,每天想你一遍,林志炫,TRUE LIVE,,,1,4,2026-04-01T01:01:28
2026-03-31,03/31,03:04,EVERY MORNING,SUGAR RAY,14:59,,,1,4,2026-04-01T01:01:28
2026-03-31,03/31,03:08,完美的一天,孫燕姿,完美的一天,,,1,4,2026-04-01T01:01:28
2026-03-31,03/31,03:12,星光遊樂園,TWINS,見習愛神,,,1,4,2026-04-01T01:01:28
2026-03-31,03/31,03:16,誰想跟你當好朋友,曹楊,極光,,,1,4,2026-04-01T01:01:28
2026-03-31,03/31,03:19,不曾回來過,李千娜,不曾回來過 單曲,,,1,4,2026-04-01T01:01:28
2026-03-31,03/31,03:24,BABY I LOVE U,CHE'NELLE(香奈兒),LUV SONGS,,,1,5,2026-04-01T01:01:29
2026-03-31,03/31,03:30,如果你還愛著他,張若凡,,,,1,5,2026-04-01T01:01:29
2026-03-31,03/31,03:33,繼續-給十五歲的自己,劉若英,在一起,,,1,5,2026-04-01T01:01:29
2026-03-31,03/31,03:38,我是真的愛你,李宗盛,李宗盛的音樂旅程~不捨,,,1,5,2026-04-01T01:01:29
2026-03-31,03/31,03:43,YOU'VE LOST THAT LOVIN' FEELIN',THE RIGHTEOUS BROTHERS,YOU'VE LOST THAT LOVIN' FEELIN' 單曲,,,1,5,2026-04-01T01:01:29
2026-03-31,03/31,03:47,傷心的人更傷心,巫啟賢,傷心的人更傷心,,,1,5,2026-04-01T01:01:29
2026-03-31,03/31,03:51,古老的大鐘(日),平井堅,生命之歌(LIFE IS...),,,1,5,2026-04-01T01:01:29
2026-03-31,03/31,03:56,秘密,許茹芸,許茹芸的微醺音樂 你聽見了(我)嗎,,,1,5,2026-04-01T01:01:29
2026-03-31,03/31,04:00,痴心的我,邰正宵,痴心的我,,,1,5,2026-04-01T01:01:29
2026-03-31,03/31,04:05,想不盡的你,杜德偉,天真,,,1,5,2026-04-01T01:01:29
