日期,日期_mmdd,播出時間,歌曲名稱,演唱(奏)者,專輯,出版者,CD編號,dt_days_ago,page,scraped_at
2026-06-28,06/28,00:53,伯樂,林宥嘉,神秘嘉賓,,,1,2,2026-06-29T01:15:53
2026-06-28,06/28,00:57,小孩之歌,TICO MOON,BOSSA NOVA 四季精選 冬之頌,,,1,2,2026-06-29T01:15:53
2026-06-28,06/28,01:00,為愛而愛,鼓鼓(呂思緯),可以唷,,,1,2,2026-06-29T01:15:53
2026-06-28,06/28,01:05,ROAR,KATY PERRY(凱蒂佩芮),PRISM,,,1,2,2026-06-29T01:15:53
2026-06-28,06/28,01:09,哎呀哎呀,魏如萱(娃娃),,,,1,2,2026-06-29T01:15:53
2026-06-28,06/28,01:12,我們不一樣,大壯,我們不一樣 單曲,,,1,2,2026-06-29T01:15:53
2026-06-28,06/28,01:17,當,動力火車,再見我的愛人,,,1,2,2026-06-29T01:15:53
2026-06-28,06/28,01:23,LOVE(日),柿原朱美,AK TRILOGY(精選 AK三部曲),,,1,2,2026-06-29T01:15:53
2026-06-28,06/28,01:27,男傭,吳克群,將軍令,,,1,2,2026-06-29T01:15:53
2026-06-28,06/28,01:31,查無此心,A-LIN,查無此心 電影主題曲,,,1,2,2026-06-29T01:15:53
2026-06-28,06/28,01:36,BUTTERFLY,MARIAH CAREY,BUTTERFLY,,,1,2,2026-06-29T01:15:53
2026-06-28,06/28,01:41,愛如潮水,張信哲,心事,,,1,2,2026-06-29T01:15:53
2026-06-28,06/28,01:46,不過失去了一點點,曾沛慈,我是曾沛慈 I'M PETS,,,1,3,2026-06-29T01:15:55
2026-06-28,06/28,01:51,HELLO,LIONEL RICHIE,CAN'T SLOW DOWN(慢不下來),,,1,3,2026-06-29T01:15:55
2026-06-28,06/28,01:56,約定(粵),王菲,玩具,,,1,3,2026-06-29T01:15:55
2026-06-28,06/28,02:00,戀愛ING,五月天,知足 最真傑作選,,,1,3,2026-06-29T01:15:55
2026-06-28,06/28,02:04,TURN BACK TIME,AQUA,AQUARIUM(水瓶座),,,1,3,2026-06-29T01:15:55
2026-06-28,06/28,02:08,獨角獸,艾薇,獨角獸,,,1,3,2026-06-29T01:15:55
2026-06-28,06/28,02:12,我相信(韓),東方神起,三角-魔力(TRI-ANGLE),,,1,3,2026-06-29T01:15:55
2026-06-28,06/28,02:17,出界,張智成,"記得,是最好的遺忘",,,1,3,2026-06-29T01:15:55
2026-06-28,06/28,02:23,CATCHING FEELINGS,JUSTIN BIEBER,BELIEVE,,,1,3,2026-06-29T01:15:55
2026-06-28,06/28,02:27,"寫一首歌APRIL 5, 1969",順子,I AM NOT A STAR,,,1,3,2026-06-29T01:15:55
2026-06-28,06/28,02:32,輝煌旅行社,蕭煌奇 / 李炳輝,做一個惜情軟心的人,,,1,3,2026-06-29T01:15:55
2026-06-28,06/28,02:38,CANDLE IN THE WIND,ED SHEERAN(艾德雪瑞),REVAMP(翻玩金選),,,1,3,2026-06-29T01:15:55
2026-06-28,06/28,02:41,愛情通關密語,蕭亞軒,第五大道,,,1,4,2026-06-29T01:15:57
2026-06-28,06/28,02:45,一次幸福的機會,潘越雲,該醒了,,,1,4,2026-06-29T01:15:57
2026-06-28,06/28,02:51,I CAN'T TELL YOU WHY,VINCE GILL,WHEN LOVE FINDS YOU,,,1,4,2026-06-29T01:15:57
2026-06-28,06/28,02:55,愛久見人心,梁靜茹,愛久見人心,,,1,4,2026-06-29T01:15:57
2026-06-28,06/28,03:00,一杯茶的時間,利綺,體貼,,,1,4,2026-06-29T01:15:57
2026-06-28,06/28,03:05,IF I LET YOU GO,WESTLIFE,WESTLIFE(西城男孩),,,1,4,2026-06-29T01:15:57
2026-06-28,06/28,03:08,舊愛新歡,潘越雲 / 李宗盛,舊愛新歡,,,1,4,2026-06-29T01:15:57
2026-06-28,06/28,03:13,真的嗎,莫文蔚,我要說,,,1,4,2026-06-29T01:15:57
2026-06-28,06/28,03:18,認愛,GX,,,,1,4,2026-06-29T01:15:57
2026-06-28,06/28,03:22,LET HER GO,PASSENGER,ALL THE LITTLE LIGHTS,,,1,4,2026-06-29T01:15:57
2026-06-28,06/28,03:27,快樂天堂,劉若英,陪你 獻上錄音專輯,,,1,4,2026-06-29T01:15:57
2026-06-28,06/28,03:32,BECAUSE OF YOU,98 DEGREES,98 DEGREES AND RISIGN(98度征服未來),,,1,4,2026-06-29T01:15:57
2026-06-28,06/28,03:36,EVERYDAY'S A HOLIDAY(國),何欣穗,完美小姐,,,1,5,2026-06-29T01:15:58
2026-06-28,06/28,03:40,PARADISE(韓),T-MAX,韓劇 花樣男子 流星花園 電視原聲帶 1,,,1,5,2026-06-29T01:15:58
2026-06-28,06/28,03:45,擁抱(2014),五月天,步步自選作品輯,,,1,5,2026-06-29T01:15:58
2026-06-28,06/28,03:49,我是不是你最疼愛的人,符瓊音,粉紅點唱機,,,1,5,2026-06-29T01:15:58
2026-06-28,06/28,03:54,千言萬語,蕭敬騰,REMINISCENCE,,,1,5,2026-06-29T01:15:58
2026-06-28,06/28,03:58,SLOW MOTION,演奏曲,韓劇 沒關係 是愛情啊 電視原聲帶2,,,1,5,2026-06-29T01:15:58
2026-06-28,06/28,04:00,愛我好嗎,蘇慧倫,追得過一切,,,1,5,2026-06-29T01:15:58
2026-06-28,06/28,04:05,傘下,張宇,歡喜來逗陣 電視劇 片尾曲,,,1,5,2026-06-29T01:15:58
2026-06-28,06/28,04:10,HONESTY,BILLY JOEL,52ND STREER(第52街),,,1,5,2026-06-29T01:15:58
2026-06-28,06/28,04:14,最美的遺憾,李聖傑,Face II：真。裏,,,1,5,2026-06-29T01:15:58
2026-06-28,06/28,04:18,紅色高跟鞋,蔡健雅,若你碰到他,,,1,5,2026-06-29T01:15:58
2026-06-28,06/28,04:22,TO LOVE YOU MORE,CELINE DION,FALLING INTO YOU(真愛),,,1,5,2026-06-29T01:15:58
2026-06-28,06/28,04:27,和妳巧遇在這裡,PROJECT EARLY(三十而立),PROJECT EARLY MINI MUSIC ALBUM,,,1,6,2026-06-29T01:16:00
2026-06-28,06/28,04:30,我還是愛你到老,林隆璇,天使詩篇,,,1,6,2026-06-29T01:16:00
2026-06-28,06/28,04:35,ORDINARY PEOPLE,JOHN LEGEND,GET LIFTED(神采飛揚),,,1,6,2026-06-29T01:16:00
2026-06-28,06/28,04:39,路長情更長,許景淳,路長情更長,,,1,6,2026-06-29T01:16:00
2026-06-28,06/28,04:44,今生註定,高明駿 / 王馨平,話說從頭,,,1,6,2026-06-29T01:16:00
2026-06-28,06/28,04:49,小春日和,旺福,青春舞曲,,,1,6,2026-06-29T01:16:00
2026-06-28,06/28,04:53,愛像什麼,ELLA陳嘉樺,我就是...,,,1,6,2026-06-29T01:16:00
2026-06-28,06/28,04:56,"哥哥 上場了!(OPPA, OPPA)(韓)",SUPER JUNIOR-D&E,THE BEAT GOES ON特別版,,,1,6,2026-06-29T01:16:00
2026-06-28,06/28,05:00,如果你是我的傳說,劉德華,如果你是我的傳說,,,1,6,2026-06-29T01:16:00
2026-06-28,06/28,05:05,年少有為,李榮浩,耳朵,,,1,6,2026-06-29T01:16:00
2026-06-28,06/28,05:09,MANDY,WESTLIFE,TURN AROUND(回首真愛),,,1,6,2026-06-29T01:16:00
2026-06-28,06/28,05:12,GHOSTBUSTERS,PENTATONIX(五聲音階),GHOSTBUSTERS(魔鬼剋星)電影原聲帶,,,1,6,2026-06-29T01:16:00
2026-06-28,06/28,05:16,PIECE BY PIECE,KELLY CLARKSON,PIECE BY PIECE(愛情拼圖),,,1,7,2026-06-29T01:16:01
2026-06-28,06/28,05:20,關不掉的收音機,黃韻玲,黃韻玲的平凡,,,1,7,2026-06-29T01:16:01
