日期,日期_mmdd,播出時間,歌曲名稱,演唱(奏)者,專輯,出版者,CD編號,dt_days_ago,page,scraped_at
2026-06-27,06/27,00:54,RAINDROPS KEEP FALLING ON MY HEAD,小野麗莎,我的摯愛經典(MY FAVORITE SONGS),,,1,2,2026-06-28T01:13:40
2026-06-27,06/27,00:58,PINEAPPLE MANGO(VOCAL VERSION) 早餐之歌-鳳梨芒果,DANIEL HO,A DAY FOR UKULELE烏克麗麗的一天,,,1,2,2026-06-28T01:13:40
2026-06-27,06/27,01:00,鴨子,蘇慧倫,鴨子,,,1,2,2026-06-28T01:13:40
2026-06-27,06/27,01:05,櫻花(日),伴都美子,美聲重現 2 (COVER LOVES ROCK),,,1,2,2026-06-28T01:13:40
2026-06-27,06/27,01:09,兜圈,林宥嘉,必娶女人 電視原聲帶,,,1,2,2026-06-28T01:13:40
2026-06-27,06/27,01:13,至少還有你,文慧如,BOON BOOM2! SERIES,,,1,2,2026-06-28T01:13:40
2026-06-27,06/27,01:17,和天一樣高,張雨生,天天想你,,,1,2,2026-06-28T01:13:40
2026-06-27,06/27,01:22,MYSTICAL MAGICAL,BENSON BOONE,AMERICAN HEART,,,1,2,2026-06-28T01:13:40
2026-06-27,06/27,01:25,SUPER GIRL愛無畏,蕭亞軒,SUPER GIRL愛無畏,,,1,2,2026-06-28T01:13:40
2026-06-27,06/27,01:29,我會好好過,李玖哲,BABY是我,,,1,2,2026-06-28T01:13:40
2026-06-27,06/27,01:35,A MILLION DREAMS,SUSAN BOYLE(蘇珊波爾) / MICHAEL BALL,TEN(蘇珊波爾出道十年新歌加精選),,,1,2,2026-06-28T01:13:40
2026-06-27,06/27,01:39,一往情深,李麗芬,發現,,,1,2,2026-06-28T01:13:40
2026-06-27,06/27,01:44,明天會更好,大合唱,明天會更好,,,1,3,2026-06-28T01:13:42
2026-06-27,06/27,01:49,我給的愛,鍾鎮濤,男人,,,1,3,2026-06-28T01:13:42
2026-06-27,06/27,01:54,I GET A KICK OUT OF YOU,LADY GAGA / TONY BENNETT,LOVE FOR SALE,,,1,3,2026-06-28T01:13:42
2026-06-27,06/27,01:58,THEN THERE WAS YOU,CALUM SCOTT(卡倫史考特),加菲貓：農場大冒險(THE GARFIELD MOVIE)電影原聲帶,,,1,3,2026-06-28T01:13:42
2026-06-27,06/27,02:00,等不及,徐懷鈺 / JUN,天使,,,1,3,2026-06-28T01:13:42
2026-06-27,06/27,02:06,BLANK SPACE,TAYLOR SWIFT(泰勒絲),1989,,,1,3,2026-06-28T01:13:42
2026-06-27,06/27,02:10,勇闖天涯,吉娃斯.杜嵐,我的音樂 勇闖天涯,,,1,3,2026-06-28T01:13:42
2026-06-27,06/27,02:13,BEYOND THE SEA,ROBBIE WILLIAMS,海底總動員(FINDING NEMO)電影原聲帶,,,1,3,2026-06-28T01:13:42
2026-06-27,06/27,02:18,小姐請你給我愛,梁文音 / 六甲樂團,,,,1,3,2026-06-28T01:13:42
2026-06-27,06/27,02:21,愛你一兆年,旺福,旺得福,,,1,3,2026-06-28T01:13:42
2026-06-27,06/27,02:27,不再可以,閻奕格,CHANGING ROOM,,,1,3,2026-06-28T01:13:42
2026-06-27,06/27,02:32,ALMOST OVER YOU,SHEENA EASTON,BEST KEPT SECRET,,,1,3,2026-06-28T01:13:42
2026-06-27,06/27,02:35,輕閉雙眼(日),平井堅,情深意堅(SENTIMENTALOVERS),,,1,4,2026-06-28T01:13:44
2026-06-27,06/27,02:41,纏綿,劉德華,忘情水,,,1,4,2026-06-28T01:13:44
2026-06-27,06/27,02:46,勇氣,光良,約定,,,1,4,2026-06-28T01:13:44
2026-06-27,06/27,02:50,HERE COMES THE RAIN AGAIN,EURYTHMICS(舞韻合唱團),TOUCH,,,1,4,2026-06-28T01:13:44
2026-06-27,06/27,02:56,LOVE LIKE MAGIC(國),張國榮,PRINTEMPS,,,1,4,2026-06-28T01:13:44
2026-06-27,06/27,03:00,白天不懂夜的黑,那英,白天不懂夜的黑,,,1,4,2026-06-28T01:13:44
2026-06-27,06/27,03:04,像我這樣的女人,趙詠華,風的顏色,,,1,4,2026-06-28T01:13:44
2026-06-27,06/27,03:10,YOU DON'T HAVE TO SAY YOU LOVE ME,IL VOLO(美聲少年),摯愛無盡(GRANDE AMORE),,,1,4,2026-06-28T01:13:44
2026-06-27,06/27,03:13,那些你很冒險的夢,林俊傑,學不會,,,1,4,2026-06-28T01:13:44
2026-06-27,06/27,03:17,雪候鳥,熊天平,雪候鳥,,,1,4,2026-06-28T01:13:44
2026-06-27,06/27,03:22,BREATH(韓),SAM KIM,雖然是精神病但沒有關係 韓劇原聲帶,,,1,4,2026-06-28T01:13:44
2026-06-27,06/27,03:26,繁星熄滅之前,陳威全,"垂死邊緣,再任性一把",,,1,4,2026-06-28T01:13:44
2026-06-27,06/27,03:31,"愛上他,不只是我的錯",辛曉琪,愛上他不只是我的錯,,,1,5,2026-06-28T01:13:46
2026-06-27,06/27,03:36,OPEN ARMS,JOURNEY,ESCAPE(脫逃),,,1,5,2026-06-28T01:13:46
2026-06-27,06/27,03:39,比想像更想你,品冠,一切為了愛 新歌+精選,,,1,5,2026-06-28T01:13:46
2026-06-27,06/27,03:44,什麼都不必說2022 Remix,比莉(王雪娥) / 周湯豪,,,,1,5,2026-06-28T01:13:46
2026-06-27,06/27,03:47,UMBRELLA,RIHANNA / JAY-Z,GOOD GIRL GONE BAD(辣妹好壞),,,1,5,2026-06-28T01:13:46
2026-06-27,06/27,03:51,你給我記住,曹蘭,好朋友,,,1,5,2026-06-28T01:13:46
2026-06-27,06/27,03:55,可愛的她,陳熙,OUR MORNING 晨曦,,,1,5,2026-06-28T01:13:46
2026-06-27,06/27,04:00,秘密,許茹芸,許茹芸的微醺音樂 你聽見了(我)嗎,,,1,5,2026-06-28T01:13:46
2026-06-27,06/27,04:05,MY EVERYTHING,98 DEGREES,REVELATION(天降神兵),,,1,5,2026-06-28T01:13:46
2026-06-27,06/27,04:09,復刻回憶,薛凱琪 / 方大同,IT'S MY DAY,,,1,5,2026-06-28T01:13:46
2026-06-27,06/27,04:13,鐵人,COLOR,COLOR首張全創作專輯,,,1,5,2026-06-28T01:13:46
2026-06-27,06/27,04:18,留給你的窗,伍思凱,愛的鋼琴手,,,1,5,2026-06-28T01:13:46
2026-06-27,06/27,04:21,愛了就知道,戴愛玲,MAGIC,,,1,6,2026-06-28T01:13:48
2026-06-27,06/27,04:26,關於離別(2014版),郭子(郭蘅祈),帶作品回家 25週年經典演唱專輯,,,1,6,2026-06-28T01:13:48
2026-06-27,06/27,04:31,天高地厚,信樂團,天高地厚,,,1,6,2026-06-28T01:13:48
2026-06-27,06/27,04:36,飛機場的10:30,丁噹,"FU GOOD下一站,天后 自選+精選",,,1,6,2026-06-28T01:13:48
2026-06-27,06/27,04:40,WAIT(國),瘦子E.SO,OUTTA BODY,,,1,6,2026-06-28T01:13:48
2026-06-27,06/27,04:44,MIRACLE(韓),NCT WISH,"2025 SMTOWN: THE CULTURE, THE FUTURE",,,1,6,2026-06-28T01:13:48
2026-06-27,06/27,04:47,忘記,周傳雄,TRANSFER周傳雄,,,1,6,2026-06-28T01:13:48
2026-06-27,06/27,04:50,FIREWORK,KATY PERRY(凱蒂佩芮),TEENAGE DREAM(花漾年華),,,1,6,2026-06-28T01:13:48
2026-06-27,06/27,04:54,HEAVEN IS A PLACE ON EARTH,BELINDA CARLISLE,HEAVEN ON EARTH(人間天堂),,,1,6,2026-06-28T01:13:48
2026-06-27,06/27,04:58,RAINY MAN,吉川慶,日劇 求婚大作戰 原聲帶,,,1,6,2026-06-28T01:13:48
2026-06-27,06/27,05:00,是不是這樣的夜晚你才會這樣的想起我,張智成,"記得,是最好的遺忘",,,1,6,2026-06-28T01:13:48
2026-06-27,06/27,05:04,愛上一個不回家的人,林憶蓮,愛上一個不回家的人,,,1,6,2026-06-28T01:13:48
2026-06-27,06/27,05:09,請不要那麼容易心碎,邰正宵 / 史茵茵,起初,,,1,7,2026-06-28T01:13:50
2026-06-27,06/27,05:14,氧氣(缺氧版),范曉萱,DARLING,,,1,7,2026-06-28T01:13:50
2026-06-27,06/27,05:18,少年時代(日),IU,YOU & I,,,1,7,2026-06-28T01:13:50
2026-06-27,06/27,05:22,相信(魚版),魚丁糸,無與倫比的美麗(魚版),,,1,7,2026-06-28T01:13:50
