日期,日期_mmdd,播出時間,歌曲名稱,演唱(奏)者,專輯,出版者,CD編號,dt_days_ago,page,scraped_at
2026-02-04,02/04,00:48,迴,李恕權,20年全精選,,,1,2,2026-02-05T00:54:27
2026-02-04,02/04,00:53,火車,羅大佑,原鄉,,,1,2,2026-02-05T00:54:27
2026-02-04,02/04,00:57,SOME MORE,演奏曲,韓劇 請回答1988 電視原聲帶,,,1,2,2026-02-05T00:54:27
2026-02-04,02/04,01:00,曾經太年輕,藍又時,白色巨塔 電視原聲帶,,,1,2,2026-02-05T00:54:27
2026-02-04,02/04,01:05,I STILL BELIEVE,BRENDA K.STARR,FOREVER LOVE,,,1,2,2026-02-05T00:54:27
2026-02-04,02/04,01:09,2人3角,2個女生,2人3角,,,1,2,2026-02-05T00:54:27
2026-02-04,02/04,01:13,愛情機器(日),早安少女組,早安少女組獨一無二真精選,,,1,2,2026-02-05T00:54:27
2026-02-04,02/04,01:18,勇敢的幸福,SWEETY,綠光森林 電視原聲帶,,,1,2,2026-02-05T00:54:27
2026-02-04,02/04,01:22,BAD HABITS,ED SHEERAN(艾德雪瑞),=(EQUALS),,,1,2,2026-02-05T00:54:27
2026-02-04,02/04,01:26,跟你媽媽說,葛西瓦(BOXING),我這裡有一批很純的你要不要 ITA,,,1,2,2026-02-05T00:54:27
2026-02-04,02/04,01:30,工作與休息(My Duty),盧廣仲,電影《他馬克老闆》主題曲,,,1,2,2026-02-05T00:54:27
2026-02-04,02/04,01:35,相見太晚,趙詠華,新歌+精選輯,,,1,2,2026-02-05T00:54:27
2026-02-04,02/04,01:40,等你等到我心痛,巫啟賢,等你等到我心痛,,,1,3,2026-02-05T00:54:29
2026-02-04,02/04,01:45,我愛夜,許茹芸,我愛夜 新歌+精選,,,1,3,2026-02-05T00:54:29
2026-02-04,02/04,01:50,WAITING FOR A GIRL LIKE YOU(NEW VERSION),FOREIGNER,THE BALLADS情歌精選,,,1,3,2026-02-05T00:54:29
2026-02-04,02/04,01:55,PURPLE DAYS(國),OZONE,NEW MOON,,,1,3,2026-02-05T00:54:29
2026-02-04,02/04,01:58,依然(BOSSA演奏版),演奏曲,韓劇 原來是美男 電視原聲帶1,,,1,3,2026-02-05T00:54:29
2026-02-04,02/04,02:00,快樂天堂,張清芳,雙陳故事,,,1,3,2026-02-05T00:54:29
2026-02-04,02/04,02:06,直到重逢的那一天(日),柚子(YUZU),柚子微笑,,,1,3,2026-02-05T00:54:29
2026-02-04,02/04,02:09,戀愛達人,羅志祥 / 小S(徐熙娣),達人SHOW,,,1,3,2026-02-05T00:54:29
2026-02-04,02/04,02:13,I'LL MAKE LOVE TO YOU,BOYZ II MEN,BOYZ_II_MEN II(與你纏綿),,,1,3,2026-02-05T00:54:29
2026-02-04,02/04,02:17,愛在西元前,周杰倫,范特西,,,1,3,2026-02-05T00:54:29
2026-02-04,02/04,02:21,LEAVE THE DOOR OPEN,SILK SONIC,AN EVENING WITH SILK SONIC,,,1,3,2026-02-05T00:54:29
2026-02-04,02/04,02:25,愛不愛我,大嘴巴(DA MOUTH),万凸3,,,1,3,2026-02-05T00:54:29
2026-02-04,02/04,02:29,WHISTLE,FLO RIDA(佛羅里達),WILD ONES(狂野嘻哈佬),,,1,4,2026-02-05T00:54:31
2026-02-04,02/04,02:33,思念是一種病,張震嶽 / 蔡健雅,OK,,,1,4,2026-02-05T00:54:31
2026-02-04,02/04,02:37,選擇性遺忘,深白色二人組,逆火,,,1,4,2026-02-05T00:54:31
2026-02-04,02/04,02:41,我反芻著你留下的寂寞,理想混蛋,,,,1,4,2026-02-05T00:54:31
2026-02-04,02/04,02:46,明天的事情,徐佳瑩,尋人啟事,,,1,4,2026-02-05T00:54:31
2026-02-04,02/04,02:51,我的愛我的夢我的家,鳳飛飛,,,,1,4,2026-02-05T00:54:31
2026-02-04,02/04,02:55,牡丹江,南拳媽媽,2號餐,,,1,4,2026-02-05T00:54:31
2026-02-04,02/04,03:00,REMEMBER(國),S.H.E,青春株式會社,,,1,4,2026-02-05T00:54:31
2026-02-04,02/04,03:03,BING-BING-BING(韓),酷龍(CLON),酷龍,,,1,4,2026-02-05T00:54:31
2026-02-04,02/04,03:07,一起手牽手,草蜢,寶貝對不起,,,1,4,2026-02-05T00:54:31
2026-02-04,02/04,03:12,RISE TO THE OCASSION,CLIMIE FISHER,,,,1,4,2026-02-05T00:54:31
2026-02-04,02/04,03:18,春去春又回,陳淑樺,情牽淑樺 精選,,,1,4,2026-02-05T00:54:31
2026-02-04,02/04,03:23,想愛你,黃大煒,鑀元素,,,1,5,2026-02-05T00:54:33
2026-02-04,02/04,03:28,永遠愛不完,郭富城,永遠愛不完,,,1,5,2026-02-05T00:54:33
2026-02-04,02/04,03:32,年輕不要留白,城市少女,年輕不要留白,,,1,5,2026-02-05T00:54:33
2026-02-04,02/04,03:35,I REALLY LIKE YOU,CARLY RAE JEPSEN(卡莉蕾),E.MO.TION(真性情),,,1,5,2026-02-05T00:54:33
2026-02-04,02/04,03:39,狂想曲,蕭敬騰,狂想曲,,,1,5,2026-02-05T00:54:33
2026-02-04,02/04,03:43,空心吉他,張玉華,張玉華,,,1,5,2026-02-05T00:54:33
2026-02-04,02/04,03:47,俯衝的靈魂,動力火車 / 林俊傑,結伴,,,1,5,2026-02-05T00:54:33
2026-02-04,02/04,03:52,放愛情一個假,許慧欣,謎,,,1,5,2026-02-05T00:54:33
2026-02-04,02/04,03:56,LOVE ME FOR A REASON(LIVE),OSMONDS(奧斯蒙家族),LIVE IN LAS VEGAS(永遠的青春樂50週年世界巡迴演唱會紀念專輯),,,1,5,2026-02-05T00:54:33
2026-02-04,02/04,04:00,擁抱,家家,,,,1,5,2026-02-05T00:54:33
2026-02-04,02/04,04:04,SPRING DAY(韓),BTS防彈少年團,YOU NEVER WALK ALONE,,,1,5,2026-02-05T00:54:33
2026-02-04,02/04,04:09,來去夏威夷,金門王 / 李炳輝,來去夏威夷,,,1,5,2026-02-05T00:54:33
2026-02-04,02/04,04:12,靠近,庾澄慶,靠近,,,1,6,2026-02-05T00:54:35
2026-02-04,02/04,04:17,雨愛,楊丞琳,RAINIE & LOVE....?雨愛,,,1,6,2026-02-05T00:54:35
2026-02-04,02/04,04:21,一首遺憾的歌,梁文音,情歌比情人還懂,,,1,6,2026-02-05T00:54:35
2026-02-04,02/04,04:26,原諒,張玉華,屬於自己,,,1,6,2026-02-05T00:54:35
2026-02-04,02/04,04:31,你就不要想起我,田馥甄(HEBE),渺小,,,1,6,2026-02-05T00:54:35
2026-02-04,02/04,04:35,我拿什麼愛你,齊秦,我拿什麼愛你,,,1,6,2026-02-05T00:54:35
2026-02-04,02/04,04:40,I JUST CAN'T STOP LOVING YOU,MICHAEL JACKSON,BAD(飆),,,1,6,2026-02-05T00:54:35
2026-02-04,02/04,04:44,THE FIRST CUT IS THE DEEPEST,SHERYL CROW,VERY BEST OF SHERYL CROW,,,1,6,2026-02-05T00:54:35
2026-02-04,02/04,04:48,冰雨,劉德華,愛在刻苦銘心時,,,1,6,2026-02-05T00:54:35
2026-02-04,02/04,04:52,藍雨,張學友,張學友15年精選,,,1,6,2026-02-05T00:54:35
2026-02-04,02/04,04:56,NINE MILLION BICYCLES 九百萬輛腳踏車,KATIE MELUA(凱特瑪露),PIECE BY PIECE(真情剪影),,,1,6,2026-02-05T00:54:35
2026-02-04,02/04,05:00,我是一隻魚,任賢齊,愛像太平洋,,,1,6,2026-02-05T00:54:35
2026-02-04,02/04,05:04,EMPIRE STATE OF MIND,JAY-Z / ALICIA KEYS,BLUEPRINT 3(藍圖3),,,1,7,2026-02-05T00:54:37
2026-02-04,02/04,05:09,我要你好好的,劉若英 / 周迅 / 桂綸鎂 / 湯唯,我要你好好的,,,1,7,2026-02-05T00:54:37
2026-02-04,02/04,05:13,寂寞不痛,A-LIN,寂寞不痛,,,1,7,2026-02-05T00:54:37
2026-02-04,02/04,05:18,那些你很冒險的夢(JJ20版),林俊傑,,,,1,7,2026-02-05T00:54:37
2026-02-04,02/04,05:23,GOODBYE,AIR SUPPLY,大衛佛斯特情歌封神榜,,,1,7,2026-02-05T00:54:37
2026-02-04,02/04,05:27,HOW WILL I KNOW,SAM SMITH,寂寞時分 [經典+新歌 超值盤] IN THE LONELY HOUR: DROWNING SHADOWS EDTION,,,1,7,2026-02-05T00:54:37
2026-02-04,02/04,05:31,散了吧,林志炫,散了吧,,,1,7,2026-02-05T00:54:37
2026-02-04,02/04,05:35,"寫一首歌APRIL 5, 1969",順子,I AM NOT A STAR,,,1,7,2026-02-05T00:54:37
2026-02-04,02/04,05:40,酒醉的探戈2001,動力火車,忠孝東路走九遍,,,1,7,2026-02-05T00:54:37
2026-02-04,02/04,05:45,不得了,陳慧琳,不得了 單曲,,,1,7,2026-02-05T00:54:37
2026-02-04,02/04,05:49,出現(韓),金範洙,韓劇 秘密花園 電視原聲帶,,,1,7,2026-02-05T00:54:37
2026-02-04,02/04,05:53,在旅行的路上,徐佳瑩,在旅行的路上 單曲,,,1,7,2026-02-05T00:54:37
2026-02-04,02/04,05:58,幸福門,演奏曲,逆光青春 電視原聲帶,,,1,8,2026-02-05T00:54:39
2026-02-04,02/04,06:00,THIS IS LOVE(這是愛),東海(SUPER JUNIOR) / HENRY(SUPER JUNIOR-M),華麗的挑戰 電視原聲帶,,,1,8,2026-02-05T00:54:39
2026-02-04,02/04,06:04,愛你讓我勇敢,蘇慧倫 / 杜德偉,就要愛了嗎,,,1,8,2026-02-05T00:54:39
2026-02-04,02/04,06:08,SHE 美麗佳人(韓),柳燦,韓劇 HELLO小姐 電視原聲帶,,,1,8,2026-02-05T00:54:39
2026-02-04,02/04,06:12,雨後天空,袁詠琳(CINDY),2009首張個人同名專輯,,,1,8,2026-02-05T00:54:39
2026-02-04,02/04,06:15,幸福不設限,郭靜,這一切還是迷人的,,,1,8,2026-02-05T00:54:39
2026-02-04,02/04,06:19,巴黎草莓,糯米糰,青春鳥王,,,1,8,2026-02-05T00:54:39
2026-02-04,02/04,06:24,ABRACADABRA,LADY GAGA,MAYHEM(狂亂),,,1,8,2026-02-05T00:54:39
2026-02-04,02/04,06:28,紅豆,方大同,TIMELESS:可啦思刻,,,1,8,2026-02-05T00:54:39
2026-02-04,02/04,06:32,寂寞轟炸,周傳雄,TRANSFER周傳雄,,,1,8,2026-02-05T00:54:39
2026-02-04,02/04,06:37,JUST THE TWO OF US,JOANNA王若琳,JOANNA & 王若琳 THE ADULT STORYBOOK(CD+DVD),,,1,8,2026-02-05T00:54:39
2026-02-04,02/04,06:41,"你,好不好?",ERIC周興哲,愛，教會我們的事,,,1,8,2026-02-05T00:54:39
2026-02-04,02/04,06:46,愛錯,李心潔,MAN & WOMAN,,,1,9,2026-02-05T00:54:41
2026-02-04,02/04,06:51,IT'S SO EASY,LINDA RONSTADT,SIMPLE DREAMS,,,1,9,2026-02-05T00:54:41
2026-02-04,02/04,06:53,散場電影,木吉他合唱團,新格民歌,,,1,9,2026-02-05T00:54:41
2026-02-04,02/04,06:57,IT'S TOO LATE,演奏曲,芭莎羅曼史 BOSSA ROMANTICA INSTRUMENTAL,,,1,9,2026-02-05T00:54:41
2026-02-04,02/04,08:05,辦不到,張靚穎 / 大嘴巴(DA MOUTH),我相信,,,1,9,2026-02-05T00:54:41
2026-02-04,02/04,08:09,VERSACE ON THE FLOOR,BRUNO MARS,24K魔幻(XXIV K MAGIC),,,1,9,2026-02-05T00:54:41
2026-02-04,02/04,08:14,ETERNAL FLAME,AK(ATOMIC KITTEN),RIGHT NOW 2001,,,1,9,2026-02-05T00:54:41
2026-02-04,02/04,08:17,突然好想你,五月天,後青春期的詩,,,1,9,2026-02-05T00:54:41
2026-02-04,02/04,08:22,算不算是一對戀人,李明依 / 庹宗華,李明依小女生,,,1,9,2026-02-05T00:54:41
2026-02-04,02/04,08:26,家(III),羅大佑,家(III),,,1,9,2026-02-05T00:54:41
2026-02-04,02/04,08:31,抱著你,YOYO岑寧兒,BEDTIME STORY EP,,,1,9,2026-02-05T00:54:41
2026-02-04,02/04,08:34,童話,光良,童話,,,1,9,2026-02-05T00:54:41
2026-02-04,02/04,08:38,失戀無罪,A-LIN,失戀無罪,,,1,10,2026-02-05T00:54:43
2026-02-04,02/04,08:42,選擇,林子祥 / 葉蒨文,天長地久,,,1,10,2026-02-05T00:54:43
2026-02-04,02/04,08:46,HOW DEEP IS YOUR LOVE,TAKE THAT,GREATEST HITS(深愛),,,1,10,2026-02-05T00:54:43
2026-02-04,02/04,08:50,蠻好聽的其實,晨悠CHENYO / 陳零九,去你的平行宇宙,,,1,10,2026-02-05T00:54:43
2026-02-04,02/04,08:54,水中的地鐵(日),大橋三重唱,,,,1,10,2026-02-05T00:54:43
2026-02-04,02/04,09:05,忘了愛,范逸臣,信仰愛情,,,1,10,2026-02-05T00:54:43
2026-02-04,02/04,09:10,愛你,KIMBERLEY陳芳語,KIMBERLEY首張同名專輯,,,1,10,2026-02-05T00:54:43
2026-02-04,02/04,09:14,MY KIND OF GIRL,BRIAN McKNIGHT / JUSTIN TIMBERLAKE,SUPERHERO(超級英雄),,,1,10,2026-02-05T00:54:43
2026-02-04,02/04,09:18,想飛,鄭怡,想飛,,,1,10,2026-02-05T00:54:43
2026-02-04,02/04,09:22,I DO(韓),RAIN,呼風喚雨(IT'S RAINING),,,1,10,2026-02-05T00:54:43
2026-02-04,02/04,09:26,I DO(國),莫文蔚,我們在中場相遇,,,1,10,2026-02-05T00:54:43
2026-02-04,02/04,09:31,THE CUP OF LIFE,RICKY MARTIN,,,,1,10,2026-02-05T00:54:43
2026-02-04,02/04,09:35,冷水澡,Bii畢書盡,,,,1,11,2026-02-05T00:54:45
2026-02-04,02/04,09:39,來自天堂的魔鬼,G.E.M.鄧紫棋,新的心跳,,,1,11,2026-02-05T00:54:45
2026-02-04,02/04,09:44,AMAZING,WESTLIFE,FACE TO FACE,,,1,11,2026-02-05T00:54:45
2026-02-04,02/04,09:46,愛上你算我賤,周湯豪,REAL LIFE,,,1,11,2026-02-05T00:54:45
2026-02-04,02/04,09:51,女人花,梅艷芳,女人花,,,1,11,2026-02-05T00:54:45
2026-02-04,02/04,09:55,AGUA DE BEBER,ANTONIO CARLOS JOBIM,JAZZ BOSSA NOVA,,,1,11,2026-02-05T00:54:45
2026-02-04,02/04,10:05,秋天別來(原創版),伍思凱,分享伍思凱,,,1,11,2026-02-05T00:54:45
2026-02-04,02/04,10:10,一路上有你,張學友,吻別,,,1,11,2026-02-05T00:54:45
2026-02-04,02/04,10:15,給我你的愛,蔡佩軒,,,,1,11,2026-02-05T00:54:45
2026-02-04,02/04,10:19,認愛,GX,,,,1,11,2026-02-05T00:54:45
2026-02-04,02/04,10:22,想你想的好孤寂,邰正宵,千紙鶴,,,1,11,2026-02-05T00:54:45
2026-02-04,02/04,10:27,STRONGER(WHAT DOESN'T KILL YOU),KELLY CLARKSON,STRONGER,,,1,11,2026-02-05T00:54:45
