日期,日期_mmdd,播出時間,歌曲名稱,演唱(奏)者,專輯,出版者,CD編號,dt_days_ago,page,scraped_at
2026-03-10,03/10,00:01,我不願讓你一個人,五月天,第二人生,,,1,1,2026-03-11T00:57:59
2026-03-10,03/10,00:05,戀愛寫真(日),大塚愛,拼拼愛(LOVE PIECE),,,1,1,2026-03-11T00:57:59
2026-03-10,03/10,00:11,年少有為,李榮浩,耳朵,,,1,1,2026-03-11T00:57:59
2026-03-10,03/10,00:15,爸爸不要說(LIVE),庾澄慶,發光如星DVD 馬兆駿紀念音樂會,,,1,1,2026-03-11T00:57:59
2026-03-10,03/10,00:20,GET THE PARTY STARTED,PINK,M!SSUNDAZTOOD(誤會大了),,,1,1,2026-03-11T00:57:59
2026-03-10,03/10,00:24,THAT'S WHAT I LIKE,JIVE BUNNY AND THE MASTERMIXERS,JIVE BUNNY: THE ALBUM,,,1,1,2026-03-11T00:57:59
2026-03-10,03/10,00:29,這邊那邊,伍思凱,愛的鋼琴手,,,1,1,2026-03-11T00:57:59
2026-03-10,03/10,00:33,感性生物,周蕙,WHERE X 走,,,1,1,2026-03-11T00:57:59
2026-03-10,03/10,00:37,MANEATER,HALL & OATES,H2O,,,1,1,2026-03-11T00:57:59
2026-03-10,03/10,00:42,我也不想這樣,王菲,快樂不快樂,,,1,1,2026-03-11T00:57:59
2026-03-10,03/10,00:47,男人不該讓女人流淚,蘇永康+任賢齊@男人幫,男人幫,,,1,1,2026-03-11T00:57:59
2026-03-10,03/10,00:52,天使之戀,黃鶯鶯,天使之戀,,,1,1,2026-03-11T00:57:59
2026-03-10,03/10,00:58,MEMORIES OF WIND,KIM YOON,MOONLIGHT WALTZ月光圓舞曲,,,1,2,2026-03-11T00:58:01
2026-03-10,03/10,01:00,寂寞不痛,A-LIN,寂寞不痛,,,1,2,2026-03-11T00:58:01
2026-03-10,03/10,01:05,沒關係 是愛情啊(韓),DAVICHI,韓劇 沒關係 是愛情啊 電視原聲帶,,,1,2,2026-03-11T00:58:01
2026-03-10,03/10,01:09,女人心事,陶晶瑩,走路去紐約,,,1,2,2026-03-11T00:58:01
2026-03-10,03/10,01:14,愛的黑狗兄,蕭閎仁,法克這個人,,,1,2,2026-03-11T00:58:01
2026-03-10,03/10,01:19,PERMISSION TO DANCE - LIVE,BTS防彈少年團,PERMISSION TO DANCE ON STAGE - LIVE,,,1,2,2026-03-11T00:58:01
2026-03-10,03/10,01:24,超能力,G.E.M.鄧紫棋,,,,1,2,2026-03-11T00:58:01
2026-03-10,03/10,01:28,HUNGRY LIKE A WOLF,DURAN DURAN,RIO,,,1,2,2026-03-11T00:58:01
2026-03-10,03/10,01:32,疼你的責任,品冠,疼妳的責任,,,1,2,2026-03-11T00:58:01
2026-03-10,03/10,01:36,無言的歌,潘越雲,唯一潘越雲,,,1,2,2026-03-11T00:58:01
2026-03-10,03/10,01:41,迷人的危險,DANCE FLOW,DF 1,,,1,2,2026-03-11T00:58:01
2026-03-10,03/10,01:45,故鄉普悠瑪,紀曉君,太陽 風 草原的聲音,,,1,2,2026-03-11T00:58:01
2026-03-10,03/10,01:50,少年遊,優客李林,少年遊,,,1,3,2026-03-11T00:58:03
2026-03-10,03/10,01:55,BIG ENERGY(REMIX),LATTO / MARIAH CAREY,,,,1,3,2026-03-11T00:58:03
2026-03-10,03/10,01:58,青鳥,DEPAPEPE,KISS(DEPAPEPE),,,1,3,2026-03-11T00:58:03
2026-03-10,03/10,02:00,當,動力火車,再見我的愛人,,,1,3,2026-03-11T00:58:03
2026-03-10,03/10,02:05,那樣的你(DISTURBANCE)(韓),BoA(寶兒),那樣的你 數位單曲,,,1,3,2026-03-11T00:58:03
2026-03-10,03/10,02:08,HONEY(國),曾寶儀,阿寶,,,1,3,2026-03-11T00:58:03
2026-03-10,03/10,02:13,我一個人住,蘇慧倫,六月的茉莉夢,,,1,3,2026-03-11T00:58:03
2026-03-10,03/10,02:17,煩,丁噹,當我們再一起,,,1,3,2026-03-11T00:58:03
2026-03-10,03/10,02:22,PHYSICAL,OLIVIA NEWTON-JOHN,PHYSICAL,,,1,3,2026-03-11T00:58:03
2026-03-10,03/10,02:25,溫柔超人,金城武,溫柔超人,,,1,3,2026-03-11T00:58:03
2026-03-10,03/10,02:31,我愛你這樣深,林隆璇,福星高照,,,1,3,2026-03-11T00:58:03
2026-03-10,03/10,02:35,YOU ARE THE REASON,CALUM SCOTT(卡倫史考特) / LEONA LEWIS(里歐娜),普通情人(ONLY HUMAN),,,1,3,2026-03-11T00:58:03
2026-03-10,03/10,02:38,真情作祟,李亞明,放輕鬆,,,1,4,2026-03-11T00:58:05
2026-03-10,03/10,02:42,灰色雨滴,趙詠華,請你放心,,,1,4,2026-03-11T00:58:05
2026-03-10,03/10,02:47,幸福的節拍,楊丞琳,半熟宣言,,,1,4,2026-03-11T00:58:05
2026-03-10,03/10,02:50,BAD DREAMS,TEDDY SWIMS,I'VE TRIED EVERYTHING BUT THERAPY (PART 2),,,1,4,2026-03-11T00:58:05
2026-03-10,03/10,02:53,王妃,VOX玩聲樂團,CHOCOLATE,,,1,4,2026-03-11T00:58:05
