日期,日期_mmdd,播出時間,歌曲名稱,演唱(奏)者,專輯,出版者,CD編號,dt_days_ago,page,scraped_at
2026-05-01,05/01,00:52,忙與盲,張艾嘉,忙與盲,,,1,2,2026-05-02T00:59:52
2026-05-01,05/01,00:56,UR THE REASON(中文版),吳建豪,DANCE UNTIL WE DIE,,,1,2,2026-05-02T00:59:52
2026-05-01,05/01,01:00,山上拉釘人,BOXING,BOXING,,,1,2,2026-05-02T00:59:52
2026-05-01,05/01,01:05,BIG YELLOW TAXI,JONI MITCHELL,LADIES OF THE CANYON,,,1,2,2026-05-02T00:59:52
2026-05-01,05/01,01:07,我的樣子,黃立行,馬戲團猴子,,,1,2,2026-05-02T00:59:52
2026-05-01,05/01,01:11,只要再看你一眼,楊培安 / 戴愛玲,楊培安 III,,,1,2,2026-05-02T00:59:52
2026-05-01,05/01,01:16,乾脆,那英,乾脆,,,1,2,2026-05-02T00:59:52
2026-05-01,05/01,01:20,SUPERWOMAN,KARYN WHITE,KARYN WHITE,,,1,2,2026-05-02T00:59:52
2026-05-01,05/01,01:26,兜圈,林宥嘉,必娶女人 電視原聲帶,,,1,2,2026-05-02T00:59:52
2026-05-01,05/01,01:30,准我愛你,陳曉東,從未忘記,,,1,2,2026-05-02T00:59:52
2026-05-01,05/01,01:34,愛像一場重感冒,徐懷鈺,徐懷鈺第一張個人專輯,,,1,2,2026-05-02T00:59:52
2026-05-01,05/01,01:38,愛琴海,周杰倫,太陽之子,,,1,2,2026-05-02T00:59:52
2026-05-01,05/01,01:42,THE GIFT(日),平井大,哆啦A夢:大雄的月球探測記 電影主題曲,,,1,3,2026-05-02T00:59:53
2026-05-01,05/01,01:46,無條件為你,梁靜茹,閃亮的星,,,1,3,2026-05-02T00:59:53
2026-05-01,05/01,01:50,無眠,蘇打綠,十年一刻,,,1,3,2026-05-02T00:59:53
2026-05-01,05/01,01:54,DON'T LET THE SUN GO DOWN ON ME,MILEY CYRUS(麥莉),REVAMP(翻玩金選),,,1,3,2026-05-02T00:59:53
2026-05-01,05/01,02:00,天天天藍,潘越雲,天天天藍,,,1,3,2026-05-02T00:59:53
2026-05-01,05/01,02:04,分不到你的愛,黃小琥,分不到你的愛,,,1,3,2026-05-02T00:59:53
2026-05-01,05/01,02:09,問自己,蕭亞軒,ELVA 4U,,,1,3,2026-05-02T00:59:53
2026-05-01,05/01,02:13,WONDERFUL WORLD,JAMES MORRISON,UNDISCOVERED(未知數),,,1,3,2026-05-02T00:59:53
2026-05-01,05/01,02:17,愛情研究院,林強,娛樂世界,,,1,3,2026-05-02T00:59:53
2026-05-01,05/01,02:22,ONLY IN MY DREAMS,DEBBIE GIBSON,OUT OF THE BLUE(走出憂鬱),,,1,3,2026-05-02T00:59:53
2026-05-01,05/01,02:26,READY TO FLY(國),2個女生,READY TO FLY,,,1,3,2026-05-02T00:59:53
2026-05-01,05/01,02:30,愛你敢有望,許富凱 / icyball(冰球樂團),尪仔物,,,1,3,2026-05-02T00:59:53
2026-05-01,05/01,02:35,我在想你的時候睡著了,劉若英,親愛的路人,,,1,4,2026-05-02T00:59:55
2026-05-01,05/01,02:40,THE SCIENTIST,CORINNE BAILEY RAE(肯妮貝兒),格雷的五十道陰影:束縛(FIFTY SHADES DARKER) 電影原聲帶,,,1,4,2026-05-02T00:59:55
2026-05-01,05/01,02:43,GOODBYE YESTERDAY(日),今井美樹,珍珠,,,1,4,2026-05-02T00:59:55
2026-05-01,05/01,02:49,最好不要再遇見你,丁噹,日與夜，跟自己說晚安,,,1,4,2026-05-02T00:59:55
2026-05-01,05/01,02:52,你是我的眼,動力火車,繼續轉動,,,1,4,2026-05-02T00:59:55
2026-05-01,05/01,02:57,PEACEFUL,演奏曲,你也是人類嗎? 韓劇原聲帶,,,1,4,2026-05-02T00:59:55
2026-05-01,05/01,03:00,煞到你,伍佰&CHINA BLUE,樹枝孤鳥,,,1,4,2026-05-02T00:59:55
2026-05-01,05/01,03:04,RING DING DONG(韓),SHINee,第三張迷你專輯 我們的2009(2009.YEAR OF US),,,1,4,2026-05-02T00:59:55
